sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_50	25171428	2221008	987115	3454902	9871148	23197198	2467787	35536134	30600560	23443977	2961344	0	2714566	18508403	740336	11105042	14806722	987115	3454902	1233894	1974230	2714566	15053501	7896919	3454902	1727451	8390476	5429132	4688795	6663025	987115	15300280	2467787	5182353	4195238	2221008	1233894	3454902	740336	7403361	7156582	18014846	13079271	0	5429132	1727451	17768067	1727451	25664985	5922689	7403361	2467787	2714566	493557	2221008	26652100	6416246	32574789	1480672	2221008	740336	4195238	2961344	1480672	11598599	10858263	1727451	1480672	2714566	10117927	15793837	4195238	493557	4195238	1233894	22950420	17768067	1727451	5675910	987115	14806722	6663025	987115	987115	1233894	17521288	11105042	5182353	6663025	18261624	23690756	18014846	6416246	11845378	13819608	1233894	987115	2961344	3208123	987115	28132772	987115	987115	2221008	16040616	3948459	6169468	46887954	246779	2961344	740336	3454902	493557	21469747	4688795	2467787	5182353	21469747	13572829	3208123	2961344	493557	2467787	2221008	14313165	5922689	493557	493557	1233894	11105042	27145658	493557	1974230	7403361	9871148	13572829	10117927	15300280	493557	1727451	5675910	17274509	493557	987115	30353781	14559944	2714566	6909804	2961344	3208123	23197198	19001960	6416246	7650140	23197198	19989075	13079271	46394397	740336	987115	8884033	14559944	3454902	4442017	740336	3208123	3208123	2961344	2961344	4442017	3454902	8637255	14313165	14806722	3454902	493557	5182353	18014846	0	6169468	7896919	4195238	987115	13326050	21963305	3208123	17027731	2221008	2714566	1727451	1974230	493557	34795798	3948459	5429132	0	1974230	40718486	5429132	6169468
taxon_96	544451	0	544451	0	155558	466673	311115	544451	1400018	388894	155558	311115	777788	855566	388894	77779	77779	233336	622230	155558	77779	77779	77779	466673	77779	777788	1244460	0	855566	1088903	155558	466673	155558	0	700009	77779	388894	0	0	0	0	2177805	77779	77779	1244460	77779	544451	155558	77779	2100026	466673	233336	1477796	388894	77779	2644478	388894	933345	0	77779	77779	77779	311115	544451	1088903	155558	233336	77779	388894	1244460	155558	155558	233336	700009	388894	1477796	777788	544451	1944469	0	544451	544451	0	466673	77779	2255584	388894	1477796	233336	1788911	544451	155558	2488920	155558	311115	311115	311115	155558	0	77779	1166681	155558	777788	233336	933345	0	1166681	1633354	466673	466673	233336	622230	544451	77779	0	1244460	233336	311115	4044495	311115	155558	155558	233336	77779	1555575	233336	466673	0	0	1788911	1711133	77779	311115	1477796	1011124	388894	311115	1322239	3344487	0	0	622230	0	388894	855566	2877814	544451	388894	155558	77779	777788	2800035	2411141	2022248	2488920	233336	77779	0	622230	0	0	0	233336	544451	155558	77779	0	1244460	77779	700009	155558	2800035	155558	466673	544451	700009	1322239	1788911	77779	388894	77779	0	77779	777788	233336	466673	388894	77779	2177805	0	388894	0	1633354	77779	388894	0	0	544451	388894	388894
taxon_52	164023	601417	109348	1038811	382720	601417	54674	2515015	437394	1858924	218697	54674	109348	328045	54674	437394	164023	54674	218697	109348	218697	0	1366856	0	54674	1093485	54674	109348	820114	1093485	54674	273371	109348	54674	437394	109348	54674	54674	164023	164023	1366856	1421530	109348	164023	109348	0	765439	164023	437394	54674	546742	218697	164023	109348	218697	382720	1257507	1038811	273371	218697	0	0	164023	0	0	164023	54674	164023	109348	328045	2897735	0	0	54674	218697	1585553	273371	0	109348	54674	492068	0	54674	109348	164023	273371	601417	109348	0	164023	820114	1093485	109348	328045	1585553	0	0	109348	1093485	54674	874788	0	0	164023	601417	109348	273371	273371	164023	0	218697	492068	0	328045	0	492068	601417	273371	437394	164023	0	0	0	0	874788	0	164023	54674	218697	492068	0	218697	492068	54674	437394	273371	1804250	273371	1148159	54674	54674	2022947	109348	0	929462	1038811	164023	1148159	164023	273371	656091	328045	109348	0	492068	710765	1421530	218697	164023	54674	2350992	656091	109348	218697	0	0	54674	164023	164023	328045	164023	218697	218697	0	54674	54674	0	164023	0	1038811	0	218697	54674	601417	1202833	0	273371	0	164023	109348	0	382720	601417	164023	273371	0	54674	54674	546742	328045
taxon_268	46030014	0	1000652	0	17011092	5003262	8005220	4002610	9005872	6003915	1000652	1000652	0	11007177	4002610	29018922	5003262	1000652	1000652	1000652	22014355	3001957	0	4002610	0	0	15009787	0	2001305	3001957	1000652	49031972	1000652	2001305	6003915	1000652	3001957	3001957	0	12007830	10006525	19012397	44028709	0	10006525	2001305	3001957	0	12007830	1000652	0	6003915	11007177	1000652	2001305	3001957	1000652	2001305	0	3001957	1000652	1000652	0	7004567	24015660	13008482	0	1000652	2001305	8005220	1000652	4002610	12007830	16010440	0	11007177	14009135	0	21013702	6003915	23015007	5003262	0	0	0	19012397	20013050	20013050	2001305	16010440	8005220	3001957	9005872	8005220	0	6003915	3001957	1000652	5003262	1000652	2001305	3001957	0	1000652	4002610	1000652	16010440	22014355	0	0	0	5003262	2001305	15009787	3001957	14009135	1000652	7004567	4002610	0	6003915	4002610	1000652	37024142	12007830	26016965	0	1000652	0	34022184	21013702	0	7004567	9005872	3001957	14009135	6003915	3001957	0	0	7004567	2001305	1000652	3001957	10006525	0	3001957	1000652	2001305	0	16010440	6003915	28018270	17011092	20013050	5003262	1000652	11007177	2001305	4002610	1000652	23015007	1000652	22014355	3001957	1000652	1000652	11007177	1000652	5003262	7004567	11007177	32020880	66043064	2001305	2001305	14009135	7004567	0	12007830	26016965	3001957	4002610	16010440	7004567	30019575	8005220	2001305	16010440	0	2001305	1000652	6003915	2001305	2001305	0	4002610	43028057	1000652	6003915
taxon_33	708793	330770	189011	94506	3307700	1039563	425276	4016493	661540	1984620	141759	0	141759	850551	47253	614287	897804	519781	1512091	330770	1512091	94506	47253	378023	0	756046	1134069	236264	567034	4772538	141759	850551	47253	94506	850551	141759	47253	141759	94506	567034	2504401	472529	992310	94506	708793	236264	1464838	47253	803299	0	897804	378023	2362643	614287	189011	1701103	614287	189011	236264	47253	0	94506	47253	519781	992310	1653850	330770	330770	47253	94506	567034	47253	236264	378023	94506	992310	1512091	189011	141759	803299	1795608	189011	567034	236264	0	189011	4158251	378023	236264	1512091	330770	1134069	803299	1701103	283517	330770	0	141759	897804	0	47253	47253	236264	189011	94506	0	283517	1653850	47253	94506	0	3118688	47253	1039563	472529	283517	378023	236264	189011	425276	519781	0	47253	661540	1795608	1134069	141759	236264	47253	2598907	472529	283517	189011	2598907	1512091	897804	330770	236264	0	0	189011	1795608	0	0	4158251	141759	236264	1275827	236264	94506	5197814	1086816	1559344	189011	2315390	47253	1181321	47253	1086816	472529	94506	425276	141759	1937367	283517	94506	283517	2173631	189011	567034	47253	94506	1134069	425276	141759	0	141759	661540	0	5717595	1323080	47253	992310	1228574	1417586	1512091	2079126	94506	897804	141759	47253	0	1134069	0	47253	94506	94506	4300010	0	2315390
taxon_215	4625999	1028000	1028000	5653999	10279998	13363997	514000	3083999	15933997	47287990	1028000	1028000	3597999	18503996	2056000	7195999	6167999	4111999	2056000	4111999	514000	1028000	7709998	3083999	0	1542000	14905997	2056000	7195999	2569999	1028000	15933997	3083999	1028000	19531996	3083999	2569999	1028000	1028000	4625999	5139999	13877997	12335997	1028000	8223998	0	1028000	2569999	2056000	3597999	2569999	2056000	16447997	7709998	4111999	9765998	16961996	13363997	1028000	514000	1028000	2056000	8223998	1028000	9251998	25699995	514000	1542000	514000	6167999	6167999	2056000	2056000	6167999	2569999	21073996	12335997	0	1028000	0	20045996	0	1542000	4625999	0	16447997	14391997	6681999	2569999	9765998	16961996	7709998	4111999	10279998	5139999	5139999	1542000	1028000	10279998	0	9765998	6681999	3083999	1542000	4111999	1028000	15933997	18503996	3083999	6167999	2056000	10793998	3083999	6681999	2569999	7195999	4625999	10279998	12335997	1028000	6681999	4625999	1028000	7195999	22615995	16961996	1542000	1542000	1542000	514000	19531996	514000	6681999	11821998	10279998	6681999	11307998	27755994	4111999	1028000	1028000	6167999	1028000	2569999	24157995	9251998	514000	6681999	2056000	2569999	5139999	9765998	17989996	1028000	14391997	12335997	2056000	23129995	0	2569999	2569999	2569999	1028000	7709998	1542000	2056000	3597999	12335997	1542000	12335997	1542000	3597999	5139999	10793998	3083999	4111999	2569999	10279998	1028000	5653999	8223998	3083999	1542000	25699995	6681999	11821998	4625999	514000	12335997	514000	0	5139999	9765998	1028000	514000	2569999	2056000	2569999	1542000	4111999
taxon_38	117951975	23169138	23169138	265391944	185353104	271710800	54763417	82145125	296986223	65294843	25275423	25275423	8425141	84251411	35806850	320155361	23169138	16850282	42125705	16850282	117951975	35806850	105314263	56869702	14743997	124270831	44231991	6318856	166396536	25275423	25275423	248541662	46338276	40019420	88463981	10531426	29487994	27381708	4212571	155865110	117951975	553953025	168502821	14743997	168502821	18956567	155865110	10531426	120058260	21062853	35806850	48444561	105314263	40019420	94782837	130589687	197990815	393875345	54763417	33700564	4212571	12637712	31594279	40019420	235903950	90570267	8425141	61082273	18956567	181140533	244329091	29487994	29487994	117951975	33700564	250647947	315942790	12637712	132695972	67401129	303305079	63188558	40019420	29487994	6318856	326474216	353855925	27381708	37913135	313836505	117951975	271710800	61082273	42125705	130589687	25275423	4212571	27381708	183246818	21062853	139014828	8425141	54763417	21062853	31594279	42125705	170609107	174821677	12637712	8425141	4212571	151652539	10531426	265391944	35806850	244329091	35806850	77932555	200097100	44231991	25275423	10531426	4212571	46338276	273817085	155865110	25275423	25275423	67401129	206415956	309623934	37913135	124270831	35806850	77932555	202203386	351749640	214841097	136908542	0	21062853	256966803	71613699	10531426	391769060	162183966	58975987	227478809	14743997	29487994	423363339	168502821	282242226	84251411	482339326	143227398	98995408	219053668	44231991	42125705	50550846	166396536	33700564	183246818	23169138	27381708	71613699	105314263	35806850	141121113	37913135	69507414	162183966	275923370	14743997	96889122	16850282	248541662	2106285	69507414	225372524	18956567	31594279	219053668	84251411	103207978	33700564	16850282	80038840	25275423	18956567	21062853	248541662	14743997	29487994	0	23169138	275923370	73719984	105314263
taxon_210	7686345	284679	284679	5408910	5124230	6547627	1138718	4554871	1138718	6832307	0	2277436	0	569359	1138718	11671858	9963781	1138718	2562115	569359	2277436	1992756	8825063	1708077	2277436	10248460	5978269	569359	284679	6262948	0	3700833	569359	569359	7971025	1423397	0	284679	854038	854038	11956537	4270192	2277436	0	1423397	854038	11102499	7971025	7401666	1708077	4839551	0	6832307	569359	0	14803332	8825063	1138718	0	3700833	569359	2562115	284679	0	7401666	1423397	1992756	569359	1708077	17934806	7401666	569359	1423397	1992756	1708077	31599419	4839551	854038	11671858	0	3416153	569359	1708077	854038	0	569359	13949293	2846795	1138718	569359	2846795	1992756	1708077	0	4839551	1138718	3985512	284679	7971025	1708077	7401666	1708077	1138718	1138718	2562115	0	29606663	12810575	1138718	1138718	1423397	2562115	569359	1138718	1423397	569359	31030060	7686345	1423397	1138718	284679	569359	569359	854038	4270192	854038	854038	0	284679	12810575	4554871	284679	3131474	13095255	3700833	0	5693589	8825063	3131474	1423397	1423397	2277436	284679	0	1138718	7116986	0	17934806	1708077	569359	0	11102499	1708077	10248460	17080767	3700833	8540384	8255704	0	284679	9679101	284679	1423397	6547627	1423397	0	284679	10817819	2846795	3700833	3985512	2562115	1992756	1992756	569359	1708077	9394422	12241216	284679	24197753	1708077	0	0	569359	5124230	1423397	6547627	854038	284679	2846795	2277436	1708077	5693589	0	0	2846795	854038	5408910	12810575	284679
taxon_12	6233366	1187308	2077789	5342885	19738992	13654039	4749231	20184232	9943703	6233366	1929375	1632548	890481	8162741	3265096	5788125	6827020	890481	5639712	1929375	11873078	2671443	5639712	2226202	890481	6827020	8311154	742067	26417598	8162741	1038894	11131010	1780962	1780962	10834183	1038894	296827	593654	1335721	8014328	17067549	18106444	4600818	148413	5639712	742067	12318318	1038894	11279424	17512790	10092116	2523029	6233366	3413510	1632548	5639712	5639712	5788125	2226202	8014328	3710337	1780962	593654	1187308	4600818	8607981	2077789	3561923	2077789	8459568	6827020	890481	890481	445240	6084952	7569087	16770722	1632548	14989761	2077789	2374616	445240	890481	3413510	0	8162741	7717501	4303991	1780962	10240530	2523029	11131010	12466732	5046058	9943703	1335721	445240	890481	6678606	1632548	5046058	1187308	2226202	1187308	12318318	742067	2671443	10537357	1780962	445240	742067	10982597	296827	2523029	742067	20332646	1038894	12763559	4155577	2523029	593654	2374616	445240	4600818	9350049	8904808	2226202	1335721	296827	10685770	1929375	5639712	7272260	11427837	17215963	1484135	10388943	3116683	10092116	1632548	742067	2077789	1780962	2819856	4007164	5788125	445240	5788125	445240	5491298	11279424	1780962	6827020	16325482	4007164	11279424	11873078	11279424	1187308	296827	10388943	5194472	2968269	1929375	1187308	890481	1335721	6678606	1187308	148413	296827	10388943	4600818	11131010	3265096	1632548	12021491	25972358	742067	2077789	6381779	1780962	5491298	20332646	31612070	9943703	5342885	0	8014328	593654	1929375	1780962	11427837	1038894	1929375	1484135	1632548	2374616	11427837	5639712
taxon_48	19107	4094	6369	16377	24111	15467	5914	51407	22746	4549	10918	3639	5914	14103	4094	0	31845	1365	6369	4094	47767	2730	7279	8644	5914	24566	8189	455	30480	88711	2275	7279	4094	8644	26386	3184	2275	7734	5459	15467	25476	29570	19562	6824	9553	5914	5459	5004	23656	5914	24566	0	48222	8644	910	52317	17742	10918	9099	21382	910	7279	4549	0	6824	25021	1365	10918	5459	4094	36394	3639	2730	9099	910	41853	10463	3184	10463	10463	6369	10463	3639	0	3184	19562	31390	24566	15467	14558	16377	18197	7734	3639	5004	5459	5459	5459	19562	6824	25476	2730	2275	3184	36394	455	22291	33665	5459	3639	3184	33210	910	14103	5914	22746	32300	25476	14558	3184	3184	910	2730	14103	5004	21836	4549	455	5004	1365	11373	1365	5004	22746	5004	12283	13648	3639	26386	5459	10008	32755	2275	4094	21382	5004	2730	9099	1365	3639	14103	6369	19107	43673	42763	15922	22746	40488	7734	2730	46402	15467	2730	23201	6824	2730	7279	49587	6369	24111	4549	29115	30480	5914	2730	1820	11373	50042	910	1365	14558	8189	2275	21836	2730	455	21382	3639	5914	4094	455	5004	38214	1820	6824	3184	3184	4094	21382	21836
taxon_255	63213378	3275305	1965183	30132802	21617010	14738870	3602835	21780775	30951628	21125714	8352027	1473887	163765	3439070	982591	57972890	3111539	2128948	4094131	3111539	33899402	3275305	22435836	17850410	4749192	24564784	2784009	2456478	6878140	24401019	10972270	39303654	6223079	1637652	18505471	1637652	3602835	8024496	1146357	42578959	62722082	68617630	48146977	3766600	7041905	2784009	12446157	2784009	7696966	11463566	18341705	6386844	9007087	2620244	12446157	45854264	51094751	25383610	4912957	18833001	6059313	2456478	3930365	2620244	39139889	18341705	2784009	2947774	982591	2784009	35373289	1310122	17359114	19324297	4094131	71237874	14575105	2947774	5240487	6059313	38157298	3439070	2784009	2128948	1965183	61739491	30296567	22927132	2292713	10808505	34226932	13428749	53714994	11299801	19979358	6550609	1801417	5568018	19324297	2947774	41432602	1637652	4421661	4749192	8515792	1965183	1965183	33080576	4912957	655061	818826	8843322	4585426	6059313	3275305	31934219	10153444	17359114	7369435	3111539	3930365	4912957	655061	10480975	71401639	16867818	2947774	7369435	7860731	35700819	14083810	2292713	15066401	27021262	6714374	25874906	11791096	5568018	23909723	6223079	2292713	16048992	9498383	818826	27185028	5895548	3930365	35045759	982591	7369435	70910343	23418427	31442924	12773688	30132802	25874906	46018029	17850410	2292713	6878140	21125714	13101218	2784009	38812359	1801417	3766600	1965183	18669236	655061	9007087	9825914	23090897	33899402	22435836	3275305	5404252	5404252	40450011	491296	18341705	8024496	5076722	7696966	69272691	31770454	10972270	10317209	6714374	37010941	3930365	1801417	1637652	22435836	8515792	1637652	1965183	7696966	66161152	5404252	12937453
taxon_154	16329804	4504774	1126193	7320257	15766708	23086965	5067870	18582191	15766708	34911996	1126193	0	5067870	19145288	2252387	15766708	9572644	563097	563097	1126193	14077418	3941677	21960771	2252387	5067870	10135741	2815484	1126193	21397675	6757160	3378580	27591738	1126193	2252387	3378580	2815484	0	2252387	0	20271481	6757160	17455998	20271481	0	9009547	1689290	27591738	6757160	15203611	3941677	3378580	8446451	27591738	8446451	1689290	9009547	12388127	14640514	563097	15766708	1126193	1126193	3378580	1126193	20834578	17455998	1126193	7320257	3378580	6757160	27028642	1689290	11825031	3941677	2815484	30970319	33785802	2252387	9572644	14640514	56872767	5067870	1689290	2252387	0	20834578	11261934	5067870	2815484	29844125	13514321	18019094	14077418	24213158	10698837	3378580	563097	4504774	24776255	2815484	6194064	4504774	7883354	6194064	25339352	3378580	8446451	29844125	1689290	1126193	1126193	14640514	2252387	29844125	2815484	9009547	12951224	6757160	13514321	6194064	4504774	1126193	0	1126193	14640514	33785802	3941677	563097	3941677	13514321	15203611	5067870	7883354	15203611	4504774	9009547	37727479	6194064	26465545	2252387	3378580	25339352	6194064	0	42795349	7883354	6194064	20271481	6194064	1689290	41106059	20271481	22523868	7320257	25902448	22523868	19708385	19708385	1689290	1689290	14077418	39416769	6194064	20271481	563097	1126193	2815484	14640514	7883354	18582191	1126193	1689290	13514321	21397675	1126193	6757160	25902448	18582191	0	35475092	12951224	4504774	5630967	15203611	14077418	14077418	2252387	1689290	8446451	3941677	0	1689290	46173930	1689290	2252387	3378580	1126193	38290576	3941677	9572644
taxon_116	33363633	7414141	926768	24095957	48191914	72287871	48191914	33363633	54679287	38924238	7414141	0	8340908	28729795	0	40777774	2780303	926768	7414141	926768	75068174	15755049	29656563	18535352	0	32436865	55606055	12047979	109358575	22242422	22242422	87116153	7414141	7414141	16681816	926768	2780303	11121211	0	47265147	53752520	101017666	50045449	1853535	7414141	1853535	22242422	4633838	3707070	926768	9267676	10194443	11121211	37997471	13901514	13901514	101944434	44484844	0	4633838	8340908	1853535	7414141	23169190	19462119	27803027	2780303	9267676	1853535	22242422	181646446	7414141	23169190	0	28729795	87116153	26876260	4633838	25949492	15755049	165891397	25022725	9267676	14828281	926768	126040391	98237364	11121211	3707070	50045449	59313125	8340908	46338379	36143936	8340908	2780303	926768	19462119	42631309	4633838	30583330	0	4633838	19462119	17608584	10194443	6487373	54679287	7414141	4633838	1853535	49118682	3707070	60239893	37997471	25949492	14828281	20388887	22242422	20388887	10194443	926768	1853535	926768	75994942	37070703	32436865	11121211	15755049	63020196	89896455	3707070	65800498	41704541	36143936	19462119	75068174	15755049	4633838	0	5560605	88042920	20388887	2780303	23169190	4633838	15755049	22242422	4633838	14828281	102871202	62093428	48191914	3707070	88969688	15755049	96383828	92676758	16681816	20388887	38924238	87116153	19462119	18535352	5560605	926768	21315654	38924238	13901514	35217168	9267676	48191914	161257559	50972217	6487373	5560605	2780303	65800498	0	37997471	16681816	926768	6487373	31510098	18535352	15755049	13901514	6487373	55606055	8340908	3707070	9267676	142722208	4633838	9267676	926768	3707070	201108565	4633838	15755049
